@relation segment

@attribute original numeric
@attribute Sobel_filter_0.0 numeric
@attribute Gaussian_blur_1.0 numeric
@attribute Sobel_filter_1.0 numeric
@attribute Derivatives_2_2_1.0 numeric
@attribute Derivatives_3_3_1.0 numeric
@attribute Derivatives_4_4_1.0 numeric
@attribute Derivatives_5_5_1.0 numeric
@attribute Gaussian_blur_2.0 numeric
@attribute Sobel_filter_2.0 numeric
@attribute Difference_of_gaussians_2.0_1.0 numeric
@attribute Derivatives_2_2_2.0 numeric
@attribute Derivatives_3_3_2.0 numeric
@attribute Derivatives_4_4_2.0 numeric
@attribute Derivatives_5_5_2.0 numeric
@attribute Gaussian_blur_4.0 numeric
@attribute Sobel_filter_4.0 numeric
@attribute Difference_of_gaussians_4.0_1.0 numeric
@attribute Difference_of_gaussians_4.0_2.0 numeric
@attribute Derivatives_2_2_4.0 numeric
@attribute Derivatives_3_3_4.0 numeric
@attribute Derivatives_4_4_4.0 numeric
@attribute Derivatives_5_5_4.0 numeric
@attribute Gaussian_blur_8.0 numeric
@attribute Sobel_filter_8.0 numeric
@attribute Difference_of_gaussians_8.0_1.0 numeric
@attribute Difference_of_gaussians_8.0_2.0 numeric
@attribute Difference_of_gaussians_8.0_4.0 numeric
@attribute Derivatives_2_2_8.0 numeric
@attribute Derivatives_3_3_8.0 numeric
@attribute Derivatives_4_4_8.0 numeric
@attribute Derivatives_5_5_8.0 numeric
@attribute Gaussian_blur_16.0 numeric
@attribute Sobel_filter_16.0 numeric
@attribute Difference_of_gaussians_16.0_1.0 numeric
@attribute Difference_of_gaussians_16.0_2.0 numeric
@attribute Difference_of_gaussians_16.0_4.0 numeric
@attribute Difference_of_gaussians_16.0_8.0 numeric
@attribute Derivatives_2_2_16.0 numeric
@attribute Derivatives_3_3_16.0 numeric
@attribute Derivatives_4_4_16.0 numeric
@attribute Derivatives_5_5_16.0 numeric
@attribute class {vessel,nonvascular,background}

@data
68,0,68.000069,1.705612,-1.947271,-0.006658,-4.353717,-0.405471,68.241867,9.305053,-0.241798,-0.102574,0.002488,-0.061464,-0.007444,67.804634,17.892263,0.195435,0.437233,-0.001837,-0.000777,-0.000193,0.000004,59.726055,20.35409,8.274014,8.515812,8.078579,-0.000588,0.000001,0,0,47.050686,17.631746,20.949383,21.191181,20.753948,12.675369,0.000024,0,0,0,vessel
68,44,68.816841,42.759506,-2.011937,-0.099407,-15.780324,1.061472,71.035233,36.906002,-2.218391,-0.082903,0.005927,-0.033262,-0.006333,70.77224,30.178715,-1.955399,0.262993,0.001704,-0.001135,-0.000194,-0.00002,62.187584,22.921778,6.629257,8.847649,8.584656,-0.000305,0.00001,0.000001,0,47.656937,18.065104,21.159904,23.378296,23.115303,14.530647,0.000026,0,0,0,vessel
90,100,87.700546,94.733788,2.492601,-0.088064,24.419012,-0.042898,79.619759,68.981926,8.080788,0.000596,0.007722,0.039549,0.006536,75.66703,43.388206,12.033516,3.952728,0.005973,-0.001355,-0.000155,-0.000045,64.922997,24.675613,22.77755,14.696762,10.744034,0.000004,0.000018,0.000001,0,48.267548,18.47261,39.432999,31.352211,27.399483,16.655449,0.000028,0,0,0,vessel
96,78,95.425766,77.83075,3.959601,0.350623,0.811407,-1.117622,90.098114,71.790108,5.327652,0.081616,0.001775,0.081629,0.0197,81.971008,49.06406,13.454758,8.127106,0.010647,-0.001334,-0.000081,-0.000063,67.748634,25.096661,27.677132,22.34948,14.222374,0.000323,0.000027,0.000002,0,48.836918,18.868292,46.588848,41.261196,33.13409,18.911716,0.00003,0,0,0,vessel
101,32,100.40712,34.74929,0.580114,0.202276,-9.018795,0.570094,96.996498,46.966854,3.410622,0.098122,-0.012851,0.043123,0.02032,88.173943,43.01157,12.233177,8.822556,0.01523,-0.001023,0.000009,-0.000065,70.399643,24.141104,30.007477,26.596855,17.7743,0.000636,0.000034,0.000002,0,49.320545,19.28549,51.086575,47.675953,38.853397,21.079098,0.000032,0,0,0,vessel
101,10,100.983635,11.393188,-1.357989,0.00421,-0.358213,-0.50701,100.028351,20.825918,0.955284,0.062467,-0.029233,-0.029066,0.006412,92.811165,28.527943,8.17247,7.217186,0.019206,-0.000446,0.000095,-0.000048,72.582573,22.640835,28.401062,27.445778,20.228592,0.000928,0.00004,0.000002,0,49.677521,19.768923,51.306114,50.35083,43.133644,22.905052,0.000034,0,0,0,vessel
101,7.071068,100.991745,10.858901,-0.181528,0.156789,-1.528629,7.189694,100.001556,34.177658,0.990189,0.013638,-0.00518,-0.002089,-0.003177,93.081825,40.008896,7.90992,6.919731,0.015462,-0.000246,-0.00003,-0.000032,75.267159,11.54938,25.724586,24.734398,17.814667,0.000988,0.00004,0.000002,0,52.18185,16.684412,48.809895,47.819706,40.899975,23.085308,0.000035,0,0,0,vessel
101,0,100.999924,4.715878,0.38021,0.05398,-1.963396,8.346947,100.341698,28.702236,0.658226,0.001045,-0.028232,-0.00636,-0.042359,94.334114,31.508095,6.66581,6.007584,0.0177,0.000611,0,0.000008,76.334595,6.327611,24.665329,24.007103,17.999519,0.001235,0.000044,0.000003,0,52.27906,17.291662,48.720863,48.062637,42.055054,24.055534,0.000037,0,0,0,vessel
101,7.071068,100.991745,10.198891,0.475432,-0.774772,2.389402,5.596948,100.07933,27.547009,0.912415,0.011363,-0.020461,-0.011618,-0.032224,94.322723,24.132853,6.669022,5.756607,0.019583,0.001367,0.000045,0.000046,76.544258,8.369595,24.447487,23.535072,17.778465,0.001423,0.000046,0.000003,0,52.176193,18.099066,48.815552,47.903137,42.14653,24.368065,0.000039,0,0,0,vessel
101,29.698484,100.610725,29.57342,-0.147113,-2.593439,3.383201,-18.987162,98.650925,29.513683,1.959801,0.027561,0.004795,-0.012548,-0.002029,93.254158,18.649641,7.356567,5.396767,0.021072,0.001885,0.000104,0.00007,75.914963,15.295479,24.695763,22.735962,17.339195,0.001543,0.000045,0.000002,0,51.866344,19.087006,48.744381,46.78458,41.387814,24.048618,0.000041,0,0,0,vessel
96,46.669048,95.924095,43.94046,-0.649956,-0.845443,-1.433259,-5.862507,95.484283,30.756691,0.439812,0.038907,0.022506,-0.005254,0.009937,91.338135,17.498732,4.58596,4.146149,0.022003,0.002094,0.00017,0.000076,74.519005,22.690666,21.40509,20.965279,16.81913,0.001589,0.000042,0.000002,0,51.354427,20.203726,44.569668,44.129856,39.983707,23.164577,0.000043,0,0,0,vessel
96,41.785164,95.303894,42.011822,0.812002,-0.249514,6.95561,8.41985,92.162483,49.210423,3.141411,0.089682,0.032691,0.003427,-0.00393,85.355392,62.608841,9.948502,6.807091,0.021091,0.001841,0.000171,0.000066,68.317924,48.449951,26.98597,23.844559,17.037468,0.001548,0.00003,0.000001,0,47.85849,25.125082,47.445404,44.303993,37.496902,20.459435,0.000047,0,0,0,vessel
90,23.323807,90.020706,28.273571,0.385827,-2.655465,-5.40005,-15.911513,88.785622,55.16383,1.235085,0.096801,0.027991,0.005045,-0.023497,81.285904,73.434959,8.734802,7.499718,0.018164,0.001276,0.000152,0.000039,65.089302,53.61932,24.931404,23.69632,16.196602,0.001423,0.000023,0.000001,0,46.899578,26.163755,43.121128,41.886044,34.386326,18.189724,0.000048,0,0,0,vessel
90,37.443291,89.594299,43.512196,1.072946,-0.40944,-0.073737,-4.232953,86.353554,73.762939,3.240746,0.121862,0.035458,0.010679,0.013611,76.706474,85.049423,12.887825,9.647079,0.014217,0.000556,0.00012,0.000007,61.41988,57.864964,28.174419,24.933674,15.286594,0.001246,0.000017,0.000001,0,45.818157,27.107531,43.776142,40.535397,30.888317,15.601723,0.000049,0,0,0,vessel
85,180.825882,83.064735,177.37886,2.969602,-0.263475,11.772091,7.158986,73.576393,157.421768,9.488342,0.051478,0.013847,0.02292,-0.00935,64.482956,121.668793,18.581779,9.093437,0.008138,-0.000173,-0.000048,-0.000007,54.239117,70.43634,28.825619,19.337276,10.243839,0.001132,0.000006,0,0,42.420765,29.960552,40.64397,31.155628,22.062191,11.818352,0.000051,0,0,0,vessel
74,207.523499,72.526649,201.918243,1.179796,-1.176209,3.078593,-8.998498,65.046883,170.75975,7.479767,0.030906,-0.001533,0.003199,0.002456,57.951015,125.296303,14.575634,7.095867,0.003366,-0.000929,-0.000087,-0.000034,50.059219,71.363197,22.46743,14.987663,7.891796,0.00091,0,0,0,41.183697,30.554937,31.342953,23.863186,16.767319,8.875523,0.000052,0,0,0,vessel
254,0,254,1.01857,-2.113455,-1.707612,0.29738,14.102007,253.874893,10.537359,0.125107,-0.009722,0.045078,-0.044969,-0.065178,249.024155,26.10063,4.975845,4.850739,0.019269,0.002041,0.000211,0.000057,222.37471,7.605948,31.62529,31.500183,26.649445,0.003177,0.000044,0.000002,0,172.652344,13.489684,81.347656,81.222549,76.371811,49.722366,0.000129,0.000001,0,0,vessel
254,0,253.999985,0.368031,-0.751318,-0.964589,1.343918,3.701748,253.912247,3.645282,0.087738,0.003965,-0.026734,-0.000058,-0.065464,248.478973,16.817614,5.521011,5.433273,-0.000825,0.003492,-0.000125,0.000101,219.76712,30.178308,34.232864,34.145126,28.711853,0.0029,0.000064,0,0,170.000519,22.461641,83.999466,83.911728,78.478455,49.766602,0.000133,0.000001,0,0,vessel
254,9.486833,253.883606,15.175234,0.413478,0.524738,0.205545,8.054054,252.542633,47.726082,1.340973,-0.041629,-0.04678,-0.005648,-0.039949,242.893829,81.557678,10.989777,9.648804,-0.014194,0.003286,-0.000235,0.000094,213.446106,70.61499,40.4375,39.096527,29.447723,0.002548,0.000057,-0.000001,0,166.507187,33.534386,87.376419,86.035446,76.386642,46.938919,0.000144,0.000001,0,0,vessel
251,157.54364,249.710617,157.760666,0.473458,-0.102714,2.076691,-5.460972,242.019638,160.829453,7.690979,-0.101959,-0.00828,-0.014763,0.00325,227.978439,160.313293,21.732178,14.041199,-0.023884,0.002604,-0.000312,0.000069,202.020782,108.487267,47.689835,39.998856,25.957657,0.002185,0.000048,-0.000002,0,161.619354,44.149567,88.091263,80.400284,66.359085,40.401428,0.000153,0.000001,0,0,vessel
213,323.706665,213.214478,319.037781,-1.632301,0.930245,-8.359123,-9.459064,212.315048,290.339172,0.899429,-0.168552,0.029254,-0.034723,0.028378,202.918396,229.247757,10.296082,9.396652,-0.028904,0.001623,-0.000334,0.00004,186.32547,137.272064,26.889008,25.989578,16.592926,0.001835,0.000039,-0.000003,0,155.46199,53.603439,57.752487,56.853058,47.456406,30.86348,0.00016,0.000001,0,0,vessel
173,386.349579,172.510483,380.127258,-0.643306,2.094927,2.565584,41.357712,170.308426,337.862396,2.202057,-0.175175,0.042485,-0.02897,0.030452,171.089783,257.387787,1.4207,-0.781357,-0.028949,0.000522,-0.000293,0.000015,167.827438,152.813828,4.683044,2.480988,3.262344,0.001517,0.00003,-0.000004,0,148.22113,61.42091,24.289352,22.087296,22.868652,19.606308,0.000165,0.000001,0,0,vessel
181,396.232269,180.357071,387.450897,-0.110806,-3.182627,0.342197,-46.73325,177.335434,332.300995,3.021637,-0.120689,-0.00598,-0.010739,0.012075,175.948624,249.982849,4.408447,1.38681,-0.020677,0.00021,-0.000151,-0.000002,170.000015,149.438995,10.357056,7.335419,5.948608,0.00176,0.000043,-0.000003,0,148.558533,59.863136,31.798538,28.776901,27.390091,21.441483,0.00016,0.000001,0,0,vessel
125,268.425049,126.807854,266.53186,0.251143,2.500062,2.323182,39.372086,136.36438,257.825256,-9.556526,-0.022573,-0.018361,0.036023,-0.015318,144.804977,231.277222,-17.997124,-8.440598,-0.016433,-0.001025,-0.000055,-0.000022,150.808975,152.159683,-24.001122,-14.444595,-6.003998,0.001519,0.000032,-0.000003,0,140.635071,65.947464,-13.827217,-4.270691,4.169907,10.173904,0.000165,0.000001,0,0,vessel
114,105.309067,113.853241,112.449631,0.132335,1.695175,-4.853143,14.05324,113.990753,155.270065,-0.137512,0.095503,-0.020634,0.051045,-0.026715,119.068512,180.121033,-5.215271,-5.077759,-0.009979,-0.001961,0.000056,-0.000036,132.237701,141.330811,-18.38446,-18.246948,-13.169189,0.001321,0.000021,-0.000003,0,132.085342,69.97541,-18.232101,-18.094589,-13.01683,0.152359,0.000167,0.000001,0,0,vessel
106,173.349365,104.879242,165.838791,1.407805,-0.875617,7.493618,0.323746,100.690086,131.417526,4.189156,0.122976,0.020302,-0.007142,0.020444,102.835793,130.617783,2.043449,-2.145706,0.001478,-0.00277,0.000193,-0.000042,117.722649,121.939178,-12.843407,-17.032562,-14.886856,0.001483,0.000015,-0.000002,0,123.694725,70.973625,-18.815483,-23.004639,-20.858932,-5.972076,0.000164,0.000001,0,0,vessel
79,87.692642,80.056366,87.209778,-1.237695,2.998539,-7.696613,7.452513,84.860252,83.290825,-4.803886,0.093291,0.010698,-0.031768,0.028028,89.810379,81.481926,-9.754013,-4.950127,0.005335,-0.002568,0.000199,-0.00004,104.066887,96.684029,-24.010521,-19.206635,-14.256508,0.00138,0.000006,-0.000001,0,114.760048,71.316605,-34.703682,-29.899796,-24.949669,-10.693161,0.000164,0.000001,0,0,vessel
79,0,79.000053,4.276964,-0.4305,0.100158,-1.466038,1.02465,79.311554,25.899904,-0.311501,0.035573,-0.004992,-0.014135,0.008398,82.402832,41.299778,-3.402779,-3.091278,0.007731,-0.001876,0.000148,-0.000033,93.7314,71.144539,-14.731346,-14.419846,-11.328568,0.001305,0,-0.000001,0,105.8937,70.150749,-26.893646,-26.582146,-23.490868,-12.1623,0.000161,0.000001,0,0,vessel
79,44,78.555725,41.153118,0.545172,-0.815174,-1.121143,-7.636836,76.471359,26.712261,2.084366,-0.033987,-0.010087,0.016301,-0.017416,78.22477,15.002209,0.330956,-1.75341,0.005805,-0.000563,-0.000022,-0.000005,87.215034,48.864468,-8.659309,-10.743675,-8.990265,0.001556,-0.000003,0,0,97.801628,67.131752,-19.245903,-21.330269,-19.576859,-10.586594,0.000155,0.000001,0,0,vessel
68,64.202805,69.103233,61.063576,-0.763452,-0.124941,-5.82425,-14.023173,74.041283,44.244602,-4.938049,-0.079312,0.021217,-0.010087,0.026981,77.399971,19.776913,-8.296738,-3.358688,0.002345,0.000728,-0.000185,0.00002,82.562424,30.626413,-13.45919,-8.521141,-5.162453,0.001764,-0.000003,0,0,89.923546,63.506599,-20.820313,-15.882263,-12.523575,-7.361122,0.000147,0.000001,0,0,vessel
85,74.215904,84.302315,70.68914,1.203104,1.610308,7.78921,13.016639,81.577118,51.379032,2.725197,-0.064065,0.015309,0.0057,0.028636,80.674263,26.79661,3.628052,0.902855,0.003688,0.001391,-0.000235,0.00002,79.633827,20.785463,4.668488,1.943291,1.040436,0.001708,-0.000004,0.000001,0,82.191849,60.161789,2.110466,-0.614731,-1.517586,-2.558022,0.000141,0.000001,0,0,vessel
90,26.305893,89.602562,27.471521,0.750615,0.64449,1.59897,-1.147361,87.402252,31.72998,2.20031,-0.054362,-0.021116,0.006407,-0.006543,84.156769,21.435293,5.445793,3.245483,0.006483,0.001669,-0.000219,0.000014,77.391098,19.736761,12.211464,10.011154,6.765671,0.001641,-0.000003,0.000001,0,74.891777,56.765232,14.710785,12.510475,9.264992,2.499321,0.000134,0.000001,0,0,vessel
90,0,89.999962,1.711165,0.102462,0.840737,0.502632,-0.321835,89.75531,10.717062,0.244652,-0.062358,-0.026688,-0.009605,0.006004,86.858459,10.587458,3.141502,2.896851,0.011106,0.001103,-0.000109,-0.000009,75.380569,21.075661,14.619392,14.374741,11.47789,0.001747,0.000003,0.000001,0,68.257149,52.91386,21.742813,21.498161,18.601311,7.123421,0.000123,0.000001,0,0,vessel
90,0,90,0.000189,-0.286463,0.498729,2.211777,-1.140527,89.98391,1.353596,0.01609,-0.050093,-0.027533,-0.026265,0.010901,87.137306,11.995214,2.862694,2.846603,0.016958,0.000183,0.000054,-0.000044,72.213081,28.657822,17.786919,17.770828,14.924225,0.001773,0.000011,0,0,61.858532,49.381542,28.141468,28.125378,25.278774,10.354549,0.00011,0.000001,0,0,vessel
90,0,89.999924,3.984978,-0.218078,0.03539,-0.443033,-0.319449,89.446297,26.389889,0.553627,0.00967,-0.051497,-0.022075,-0.018104,83.91256,43.941746,6.087364,5.533737,0.020441,-0.00017,0.000142,-0.000055,67.89045,41.36237,22.109474,21.555847,16.02211,0.001646,0.000011,0,0,55.859539,46.753422,34.140385,33.586758,28.05302,12.03091,0.000101,0.000001,0,0,vessel
90,0,89.999886,5.225096,0.232645,1.480199,0.339918,18.505482,89.277473,31.713947,0.722412,0.017967,-0.063798,-0.012119,-0.000225,83.091805,46.31942,6.908081,6.185669,0.020202,-0.000399,0.000139,-0.000065,67.194283,39.874298,22.805603,22.083191,15.897522,0.001728,0.000019,0,0,55.674053,46.195595,34.325832,33.60342,27.417751,11.520229,0.000096,0.000001,0,0,vessel
90,118.422974,88.723747,114.746185,0.277739,-2.152861,2.383393,-21.96813,82.274902,96.722443,6.448845,0.041186,-0.074564,-0.010355,-0.016942,75.202721,80.186096,13.521027,7.072182,0.0206,-0.000396,0.000141,-0.000058,61.489231,51.873104,27.234516,20.785671,13.71349,0.001586,0.000019,0,0,50.059242,43.857899,38.664505,32.21566,25.143478,11.429989,0.000087,0.000001,0,0,vessel
58,153.31015,59.421383,150.534271,-1.398626,0.732328,-7.072838,-1.003758,65.181137,133.470093,-5.759754,0.043381,-0.036065,-0.009159,-0.009837,63.344688,102.692329,-3.923306,1.836449,0.018195,-0.000162,0.00012,-0.000032,54.325459,61.038757,5.095924,10.855679,9.01923,0.001411,0.000017,0,0,44.714832,41.740063,14.706551,20.466305,18.629856,9.610626,0.000077,0,0,0,vessel
0,0,0,0,0,-0.000013,0.000177,-0.002004,0,0,0,0.004513,-0.002713,0.001472,-0.000513,0.002849,0.106893,-0.002849,-0.002849,0.001904,-0.000081,0.000051,-0.000018,0.818929,5.014268,-0.818929,-0.818929,-0.81608,-0.001008,0.000007,0,0,7.580407,16.306776,-7.580407,-7.580407,-7.577558,-6.761477,-0.000095,0,0,0,background
0,0,0,0,0.000044,-0.000847,0.00583,-0.019675,0,0.000083,0,0.007408,-0.002649,0.000391,-0.00207,0.025591,0.658189,-0.025591,-0.025591,0.0009,-0.000043,0.000067,-0.000022,1.599281,8.629323,-1.599281,-1.599281,-1.573691,-0.001197,0.000007,0,0,9.754617,19.612467,-9.754617,-9.754617,-9.729026,-8.155335,-0.000101,0,0,0,background
0,0,0,0,-0.003593,0.018983,0.14285,-0.323634,0.000015,0.014133,-0.000015,0.002906,0.002384,-0.002774,0.003515,0.121102,2.266836,-0.121102,-0.121087,-0.001268,0.000227,0.000006,-0.000021,2.518161,12.275043,-2.518161,-2.518145,-2.397059,-0.001251,0.000015,-0.000001,0,11.669388,22.246458,-11.669388,-11.669373,-11.548285,-9.151227,-0.000099,0,0,0,background
0,0,0,0.000118,-0.065061,0.215136,0.905849,-0.454008,0.003687,0.728931,-0.003687,-0.004389,0.000835,-0.004195,-0.000106,0.570924,7.584367,-0.570924,-0.567237,-0.003892,0.00053,-0.000018,-0.000016,4.333875,18.508474,-4.333875,-4.330188,-3.762952,-0.001399,0.000015,-0.000001,0,14.5847,25.857981,-14.5847,-14.581013,-14.013776,-10.250824,-0.000103,0,0,0,background
0,0,0.000002,0.629025,0.345184,0.39187,1.670573,6.751485,0.067836,5.21976,-0.067835,-0.013057,-0.005796,0.00076,-0.007301,1.498025,15.420816,-1.498023,-1.430189,-0.00604,0.000915,-0.000135,-0.000001,6.24436,24.15523,-6.244359,-6.176524,-4.746336,-0.001306,0.000018,-0.000002,0,17.036547,28.492611,-17.036545,-16.96871,-15.538522,-10.792187,-0.000098,0,0,0,background
0,0,0,0.025532,0.351086,-0.252339,0.071484,-8.665521,0.0117,2.201126,-0.0117,-0.00622,-0.000608,0.000362,-0.000342,1.083822,12.23312,-1.083822,-1.072121,-0.004951,0.00066,-0.000177,-0.000001,5.549963,22.276628,-5.549963,-5.538262,-4.466141,-0.001057,0.000018,-0.000001,0,16.142746,27.438587,-16.142746,-16.131046,-15.058925,-10.592783,-0.000088,0,0,0,background
0,0,0,0.000166,0.021693,-0.223482,-0.324428,2.020129,0.005354,1.112409,-0.005354,0.002211,0.003272,-0.001798,0.006161,0.772014,9.437028,-0.772014,-0.76666,-0.004051,0.000352,-0.000177,0,4.90951,20.451168,-4.90951,-4.904156,-4.137496,-0.000784,0.000017,-0.000001,0,15.266968,26.342447,-15.266968,-15.261613,-14.494953,-10.357458,-0.000077,0,0,0,background
0,0,0,0.000116,-0.032565,0.214648,0.605393,0.227058,0.003567,0.723553,-0.003567,0.011491,0.003181,0.001392,0.007212,0.539167,7.118919,-0.539167,-0.5356,-0.003358,0.000099,-0.000144,0.000003,4.323193,18.678061,-4.323193,-4.319626,-3.784026,-0.000504,0.000015,-0.000001,0,14.416211,25.221922,-14.416211,-14.412644,-13.877045,-10.093019,-0.000067,0,0,0,background
0,0,0,0.000049,0.089705,0.182212,-0.787112,-0.411747,0.001144,0.359878,-0.001144,0.019073,0.002897,0.008083,0.002478,0.359937,5.233997,-0.359937,-0.358792,-0.002744,-0.000038,-0.000092,0.000007,3.792614,16.967478,-3.792614,-3.79147,-3.432678,-0.000231,0.000012,0,0,13.597525,24.095646,-13.597525,-13.59638,-13.237588,-9.804911,-0.000056,0,0,0,background
0,0,0,0.023172,0.35526,-0.269851,0.098421,-7.877849,0.009379,1.758745,-0.009379,-0.002424,0.01079,0.01154,0.003114,0.931345,10.733618,-0.931345,-0.921966,-0.002631,-0.00035,-0.000065,0.000001,5.570796,22.6355,-5.570796,-5.561417,-4.639451,0.000031,0,0,0,15.777028,26.14378,-15.777028,-15.76765,-14.845683,-10.206232,-0.000048,0,0,0,background
0,0,0,0.000138,0.053632,-0.187098,-0.577357,1.715685,0.004532,0.955973,-0.004532,0.000908,0.017031,0.001041,0.00336,0.717412,8.736626,-0.717412,-0.71288,-0.001858,-0.000297,-0.000008,0.000008,4.938179,20.675196,-4.938179,-4.933647,-4.220767,0.000257,-0.000004,0,0,14.90929,24.965376,-14.90929,-14.904758,-14.191878,-9.971111,-0.000038,0,0,0,background
0,0,0,0.000136,-0.065402,-0.164685,0.088568,1.064063,0.004335,0.839532,-0.004335,0.002772,0.011873,-0.008454,-0.001003,0.584827,7.314729,-0.584827,-0.580492,-0.000729,-0.00016,0.000041,0.000014,4.369205,18.785236,-4.369205,-4.364871,-3.784379,0.000445,-0.000007,0.000001,0,14.100383,23.836388,-14.100383,-14.096048,-13.515556,-9.731177,-0.000028,0,0,0,background
0,0,0.000034,1.599461,-0.285437,-0.186454,-0.527341,-8.949569,0.220312,9.738503,-0.220278,-0.004116,0.017304,0.00188,0.002727,1.930076,17.358543,-1.930042,-1.709764,-0.001221,-0.000577,0.000026,0.000003,7.088172,26.698195,-7.088138,-6.86786,-5.158096,0.000458,-0.000014,0.000001,0,17.146492,26.647436,-17.146458,-16.92618,-15.216415,-10.05832,-0.00003,0,0,0,background
0,0,0.000033,1.256765,-0.306219,0.225303,-1.682071,6.362085,0.169979,7.673627,-0.169946,0.008715,0.003227,-0.001956,-0.013257,1.58904,14.954412,-1.589007,-1.419061,-0.00007,-0.000365,0.000072,0.00001,6.338982,24.451693,-6.338949,-6.169003,-4.749942,0.000594,-0.000015,0.000001,0,16.27949,25.506691,-16.279457,-16.10951,-14.69045,-9.940508,-0.000021,0,0,0,background
0,0,0.000001,0.571808,0.302738,0.248707,1.804869,6.160687,0.060658,4.523396,-0.060657,0.015915,-0.003771,-0.002831,-0.011461,1.236782,12.585936,-1.236781,-1.176124,0.001353,-0.000148,0.000101,0.000011,5.67726,22.344193,-5.677258,-5.616602,-4.440477,0.000688,-0.000015,0.000001,0,15.495158,24.460245,-15.495157,-15.4345,-14.258376,-9.817898,-0.000012,0,0,0,background
0,0,0,0.0232,0.302805,-0.127038,0.534288,-8.536866,0.010326,1.906279,-0.010326,0.021927,-0.001826,-0.000632,0.001518,0.940785,10.425509,-0.940785,-0.930459,0.002777,0.000035,0.00011,0.000008,5.113321,20.456089,-5.113321,-5.102994,-4.172535,0.000745,-0.000013,0.000001,0,14.798083,23.525408,-14.798083,-14.787757,-13.857298,-9.684763,-0.000004,0,0,0,background
0,0,0,0.00015,0.085067,-0.02535,-0.711281,1.354952,0.004862,1.044406,-0.004862,0.025382,0.001469,0.001961,0.007523,0.752539,8.818017,-0.752539,-0.747678,0.003952,0.000167,0.0001,0.000002,4.653827,18.856581,-4.653827,-4.648966,-3.901288,0.000769,-0.00001,0.000001,0,14.190781,22.715895,-14.190781,-14.185919,-13.438241,-9.536953,0.000003,0,0,0,background
0,0,0,0.000137,0.026014,-0.061648,-0.097036,0.92612,0.004462,0.920487,-0.004462,0.023226,0.001828,0.002581,0.003234,0.660697,7.886189,-0.660697,-0.656236,0.004739,0.000248,0.000076,-0.000003,4.298515,17.586344,-4.298515,-4.294054,-3.637818,0.000767,-0.000005,0.000001,0,13.673573,22.041254,-13.673573,-13.669111,-13.012876,-9.375057,0.000009,0,0,0,background
0,0,0,0.000137,0.004203,-0.02295,0.074441,-0.05676,0.004432,0.900953,-0.004432,0.016627,0.000753,0.0012,-0.001388,0.625083,7.451926,-0.625083,-0.620651,0.005124,0.00029,0.000046,-0.000005,4.039047,16.646334,-4.039047,-4.034615,-3.413964,0.000743,-0.000001,0.000001,0,13.24449,21.506088,-13.24449,-13.240058,-12.619407,-9.205442,0.000015,0,0,0,background
0,0,0.000034,1.615683,0.021491,-0.047394,0.000482,0.166214,0.224896,10.303541,-0.224861,0.014604,0.001184,0.003804,0.000982,1.990023,16.577789,-1.989989,-1.765128,0.004385,0.000318,0.000048,0.000002,6.485125,23.394728,-6.48509,-6.260229,-4.495101,0.00068,-0.000001,0.000001,0,16.050442,23.768265,-16.050407,-15.825546,-14.060418,-9.565317,0.000014,0,0,0,background
0,0,0.000034,1.615683,0.002254,0.001717,-0.046307,0.038623,0.224863,10.28442,-0.224829,0.008944,0.002113,0.001369,-0.00003,1.952879,16.179388,-1.952845,-1.728016,0.004786,0.000369,0.000021,0.000001,6.225579,22.611177,-6.225544,-6.000716,-4.2727,0.000642,0.000005,0.000001,0,15.667332,23.38435,-15.667297,-15.442469,-13.714453,-9.441753,0.000019,0,0,0,background
0,0,0.000034,1.615683,0.001049,-0.004261,-0.007475,0.162198,0.224862,10.282793,-0.224828,0.005456,0.001988,0.000025,-0.000755,1.938943,15.98973,-1.938909,-1.714081,0.005014,0.000384,0.000007,0.000003,6.058794,22.134224,-6.05876,-5.833932,-4.119851,0.000596,0.000012,0.000001,0,15.375757,23.147446,-15.375723,-15.150895,-13.436814,-9.316963,0.000023,0,0,0,background
0,0,0.000034,1.615683,0.000073,-0.001672,0.011454,-0.03074,0.224862,10.282426,-0.224827,0.004147,0.001848,-0.000165,-0.000654,1.93297,15.889704,-1.932936,-1.708108,0.005141,0.000379,0.00001,0.000008,5.959413,21.890924,-5.959378,-5.734551,-4.026443,0.000545,0.000018,0.000001,0,15.165459,23.043083,-15.165424,-14.940597,-13.232489,-9.206046,0.000027,0,0,0,background
0,0,0.000034,1.615683,-0.00014,-0.000006,0.000217,-0.016348,0.224862,10.282387,-0.224827,0.004371,0.002442,0.000546,-0.00018,1.930028,15.832325,-1.929994,-1.705167,0.005148,0.00036,0.00003,0.000014,5.90572,21.822512,-5.905685,-5.680858,-3.975691,0.00049,0.000023,0.000001,0,15.023657,23.051098,-15.023623,-14.798795,-13.093628,-9.117937,0.00003,0,0,0,background
0,0,0.000034,1.615683,-0.000077,0.000386,0.005646,0.035407,0.224862,10.282384,-0.224827,0.007895,0.00829,0.002846,0.000189,1.92604,15.769148,-1.926006,-1.701178,0.004236,0.000244,0.000079,0.000016,5.868311,22.056046,-5.868277,-5.64345,-3.942271,0.000368,0.00003,0.000001,0,14.8836,23.303719,-14.883566,-14.658738,-12.957561,-9.015289,0.000035,0,0,0,background
